deal_id,category,subcategory,geo,title,description,fine_print,num_options,option_names,price,value,discount_pct,merchant_name,image_quality_score,days_live,weekly_udvs_w1,weekly_orders_w1,weekly_udvs_w2,weekly_orders_w2,weekly_udvs_w3,weekly_orders_w3,weekly_udvs_w4,weekly_orders_w4,weekly_udvs_w5,weekly_orders_w5,weekly_udvs_w6,weekly_orders_w6,weekly_udvs_w7,weekly_orders_w7,weekly_udvs_w8,weekly_orders_w8,cvr,aov,refund_rate
efd9bea0-727b-4604-a20d-d97be50d79fa,Travel,Getaways,Houston,A Wonderful Retreat at Monterey Lodge,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Limit 1 per person; Merchant is solely responsible for care; Not valid on holidays; Must redeem within 30 days; Not valid Dec 24-Jan 2,3,"1 Session, 3 Sessions, 5 Sessions",306,415,0.2627,Monterey Lodge,2,80,2445,35,2732,47,2381,34,1986,23,2093,21,2577,33,1572,26,1507,17,0.013647,301.53,0.0658
d15da692-9d90-4a5f-b179-4b45c9233236,Things to Do,Tours,Los Angeles,Guided Wine Tour — 3 Vineyards w/ Tastings at Horizon Entertainment,"What We Offer: A hands-on experience that combines education and entertainment in a relaxed, welcoming environment. All materials, equipment, and instruction are included — just show up and enjoy. Sessions run for the duration listed and include a take-home component where applicable. Our instructors are patient, encouraging, and passionate about sharing their craft. Why You Should Grab This Offer: We believe the best experiences are the ones where you actually learn something new. Our sessions are designed to be approachable for complete beginners while still engaging for those with some background. Located in the heart of Los Angeles with a fun, social vibe that makes this ideal for date nights, friend outings, or family weekends. Good to Know: Ages 8 and up welcome (under 16 must be accompanied by a paying adult). Complimentary refreshments provided. Online booking with instant confirmation.",Must be 18+; Excludes alcohol; Must redeem within 30 days; Appointment required,2,"Single, Double",56,90,0.3778,Horizon Entertainment,3,85,2638,95,3015,95,2264,78,2886,86,1797,73,2368,62,3302,120,2651,86,0.03322,53.2,0.0685
8df3dfa5-c004-4823-9e8b-fed9c9403ca8,Beauty & Spas,Skin Care,London,One or Three Chemical Peels w/ Dermaplaning at Sapphire Spa,"What We Offer: A results-driven treatment tailored to your individual needs, performed by certified specialists who have completed over 500 hours of advanced training. Each session includes a pre-treatment consultation, the procedure itself, and post-care instructions. We use only premium, cruelty-free products from leading clinical brands. Why You Should Grab This Offer: This treatment has been one of our most popular services for the past two years, with a 92% client satisfaction rate. Whether this is your first time or you're a returning client, we customize every session. Our treatment rooms are private and fully sanitized between appointments. Good to Know: Walk-ins welcome, but appointments are recommended to guarantee your preferred time. Located in downtown London with easy transit access. Gift cards available if you'd like to share the experience.",No cash value; No refunds after redemption; Excludes alcohol; Photo ID required,2,"Quick Refresh, Full Makeover",145,209,0.3062,Sapphire Spa,2,65,1922,82,1888,86,1715,74,2045,61,1359,52,1433,69,1307,65,1326,69,0.04294,171.67,0.0608
c07e0ba2-c552-4375-848d-4696b147c95b,Beauty & Spas,Spa,New York,Before & After Wrinkle Reduction — Botox or Filler at Opulent Spa,"What We Offer: This deal includes a full consultation to identify your specific skin concerns, followed by a customized treatment performed by a licensed aesthetician with over 10 years of experience. All products used are medical-grade and dermatologist-approved. The session begins with a thorough skin analysis, followed by the treatment itself, and ends with a personalized at-home care plan. Before and after photos are taken so you can track your results over time. Why You Should Grab This Offer: Whether you're dealing with fine lines, uneven skin tone, acne scarring, or just want a refresh, this treatment is designed to deliver visible results from the first session. Our specialists tailor every session to your skin type — no cookie-cutter approach. Good to Know: Located in New York with free parking and complimentary refreshments in the waiting area. Open 7 days a week with evening appointments available. Online booking at our website — same-week availability.",Valid for dine-in only; Excludes alcohol,2,"Option 1, Option 2",459,704,0.348,Opulent Spa,3,45,1761,21,1757,25,1502,28,1618,17,1706,20,2052,35,2033,22,2053,37,0.014156,479.28,0.071
261e765d-6015-4628-8deb-fb6f8c566292,Health & Fitness,Dental,Miami,Start Your Fitness Journey at Eclipse Performance Lab,"Save on this top-rated experience in Miami. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Merchant is solely responsible for care; No cash value; Appointment required; Not valid Dec 24-Jan 2; New customers only; Promotional value expires 120 days after purchase; No refunds after redemption; Cannot be combined with other offers; Gratuity not included,1,Starter Assessment,28,67,0.5821,Eclipse Performance Lab,3,108,1799,46,2072,53,1950,55,1876,54,1745,46,1508,41,1420,39,1588,35,0.026436,48.23,0.1097
2cde840f-5250-4ecc-aa0b-96dd6fa7e91f,Health & Fitness,Wellness,Birmingham,Phentermine Weight-Loss Program w/ Consultation at Genesis Chiropractic,"What We Offer: This package includes an initial assessment with a certified professional who will review your health history, discuss your goals, and create a personalized treatment or training plan. All sessions are one-on-one in a modern, fully equipped facility. Equipment is sanitized between each client. Why You Should Grab This Offer: Our practitioners hold nationally recognized certifications and undergo continuing education annually. We take a data-driven approach — your progress is tracked session to session, with adjustments made based on measurable outcomes, not guesswork. Over 85% of our clients report noticeable improvement within the first month. Good to Know: Flexible scheduling with morning, afternoon, and evening slots available. Located in Birmingham with free on-site parking. Insurance not accepted — all pricing is transparent and upfront with no hidden fees.",Gratuity not included; Excludes weekends & public holidays; Merchant is solely responsible for care,1,Starter Assessment,477,888,0.4628,Genesis Chiropractic,5,99,1665,9,2151,5,2091,11,2157,10,1520,7,1660,7,2043,6,2316,12,0.004294,736.55,0.0615
aa79aca6-e3ed-4b26-b237-cbac08b198d3,Travel,Hotels,London,1-Night Stay w/ $50 Dining Credit & Late Checkout at Napa Suites,"What We Offer: A relaxing stay at a hand-picked property featuring on-site dining, pool, fitness center, and complimentary Wi-Fi throughout. Your rate includes daily breakfast for two, served in our dining room or delivered to your suite. Rooms feature premium linens, blackout curtains, a Nespresso machine, and a fully stocked minibar (charges apply). Why You Should Grab This Offer: Escape the routine without the hassle of planning every detail. We've partnered with this property specifically for its combination of location, amenities, and service quality. Guest reviews consistently highlight the friendly staff, clean rooms, and excellent breakfast spread. Good to Know: Check-in from 3 PM, checkout by 11 AM. Late checkout available upon request (subject to availability). Free cancellation up to 48 hours before arrival. Parking included. Pet-friendly rooms available on request at select properties.",Limit 1 per person; 48-hour cancellation policy; Valid Mon-Fri only; Not valid on holidays,2,"Basic, Standard",237,435,0.4552,Napa Suites,1,31,3785,161,2331,77,3136,163,2830,124,3095,143,3131,140,2611,114,3511,179,0.045068,290.4,0.0357
2f851243-04a1-40e8-96c1-7b8efc5f91a3,Health & Fitness,Weight Loss,Chicago,Take Charge of Your Health at Renew Med Center,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Valid Mon-Fri only; No refunds after redemption; Excludes weekends & public holidays,2,"Small, Large",57,136,0.5809,Renew Med Center,3,81,1108,16,1132,22,1161,20,1063,28,783,19,932,14,586,10,1113,25,0.019548,72.47,0.0807
aa59e00f-b7c9-4d65-9cd9-0bdd406329ba,Beauty & Spas,Skin Care,New York,Revitalize Your Look w/ Amazing Services at Pearl Wellness Center,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Not valid on holidays; Subject to availability; Photo ID required; Not valid Dec 24-Jan 2; Must redeem within 30 days; Valid at New York location only,2,"Quick Refresh, Full Makeover",70,115,0.3913,Pearl Wellness Center,2,69,2745,24,1396,21,2037,23,2707,32,2809,28,1823,23,1644,22,2415,28,0.011436,100.98,0.1259
a0a5b033-a538-42e5-98d6-25d78cc5ed35,Things to Do,Outdoor Activities,New York,Unforgettable Fun at Explorer Entertainment,Experience the best that New York has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Not valid Dec 24-Jan 2; Must redeem within 30 days; No refunds after redemption; Appointment required; Cannot be combined with other offers,3,"Option 1, Option 2, Option 3",42,65,0.3538,Explorer Entertainment,2,41,676,10,1086,14,739,11,727,7,613,7,1167,22,897,15,590,7,0.014319,44.92,0.0783
1b0a859a-3742-4520-8794-afb22908bf98,Retail,Gifts,Houston,Must-Have Items at Great Prices,Highly rated by Groupon customers in Houston. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,Photo ID required; Appointment required,1,Curated Collection,12,21,0.4286,Bloom Collection,3,48,1438,37,777,19,861,25,1624,53,1206,33,1258,32,1051,23,1672,31,0.025589,14.87,0.035
aaf3191c-48b3-44f9-9b9b-f0aca166cc87,Beauty & Spas,Nails,Boston,One or Two 60-Min Lymphatic Drainage Massages at Harmony Salon,"What We Offer: A results-driven treatment tailored to your individual needs, performed by certified specialists who have completed over 500 hours of advanced training. Each session includes a pre-treatment consultation, the procedure itself, and post-care instructions. We use only premium, cruelty-free products from leading clinical brands. Why You Should Grab This Offer: This treatment has been one of our most popular services for the past two years, with a 92% client satisfaction rate. Whether this is your first time or you're a returning client, we customize every session. Our treatment rooms are private and fully sanitized between appointments. Good to Know: Walk-ins welcome, but appointments are recommended to guarantee your preferred time. Located in downtown Boston with easy transit access. Gift cards available if you'd like to share the experience.",Excludes alcohol; Appointment required; Must present voucher on arrival; Merchant is solely responsible for care,1,Basic,84,116,0.2759,Harmony Salon,2,30,2196,63,1002,37,1379,48,2140,83,1835,49,1766,50,1670,54,1912,77,0.033165,108.51,0.0436
6cbf6665-8b9a-4873-a5ce-636d27b3ab90,Health & Fitness,Wellness,Chicago,NAD+ Infusion or Glutathione IV Drip at Meridian Med Center,"What We Offer: Choose from single or multi-session packages designed to fit your health goals. Each session begins with a brief check-in to assess how you're feeling and adjust the plan as needed. Our facility is ADA-accessible, climate-controlled, and equipped with the latest diagnostic and therapeutic tools. Why You Should Grab This Offer: Over 1,500 clients in Chicago have trusted us with their care. We maintain a 4.6-star rating on Google with particular praise for our professional, no-pressure approach. Every treatment is backed by a satisfaction guarantee — if you're not happy with your experience, we'll work to make it right. Good to Know: Extended hours available Tuesday through Thursday until 8 PM. Bring comfortable clothing for movement-based sessions. Free consultation for first-time clients to determine the best treatment path.",Excludes alcohol; Limit 1 per person; Valid at Chicago location only; Valid for dine-in only; No refunds after redemption; Promotional value expires 120 days after purchase; Appointment required,2,"Single, Double",88,239,0.6318,Meridian Med Center,3,108,1785,102,1536,104,1439,136,2174,164,1611,155,1603,127,1812,98,1408,149,0.077424,98.62,0.1651
e515caef-5005-4a33-9f83-d5fb457a1da9,Things to Do,Entertainment,Chicago,Incredible Entertainment at Epic Activities,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Cannot be combined with other offers; Excludes weekends & public holidays; No refunds after redemption; Excludes alcohol,4,"Quick Try, Half Day, Full Day Adventure, Private Group Experience",94,135,0.3037,Epic Activities,1,9,3211,18,2847,26,3305,28,2545,24,2665,33,2538,20,2774,28,1727,15,0.008884,142.34,0.0995
ae04a453-f2d3-4c33-83f6-2f1b8fa6af9b,Things to Do,Entertainment,New York,Family-Friendly 2-Hour Kayak or Paddleboard Rental at Discovery Cruises,"What We Offer: A guided experience led by knowledgeable local experts who know every hidden gem in New York. Small group sizes — maximum 12 participants — ensure a personal, interactive experience. All necessary equipment and materials are included in the price. No prior experience or special skills required. Why You Should Grab This Offer: We've hosted over 5,000 guests and maintain a 4.8-star rating. Our guides don't just walk you through the experience — they make it memorable with stories, tips, and insider knowledge you won't find in a guidebook. Perfect for families, couples, corporate outings, or solo adventurers. Good to Know: Open year-round, rain or shine (indoor alternatives available for weather-sensitive activities). Children under 12 must be accompanied by an adult. Gift cards available — makes a great last-minute present. Arrive 15 minutes before your scheduled start time.",Valid for dine-in only; No cash value; Promotional value expires 120 days after purchase; Cannot be combined with other offers; No refunds after redemption; Gratuity not included; Excludes alcohol,1,Full Adventure,47,69,0.3188,Discovery Cruises,2,24,1991,67,2757,71,2553,74,2526,69,1547,48,2699,74,2219,70,2131,52,0.028497,57.53,0.121
67231f8b-55ed-49ae-9e77-7cc1bb5761af,Food & Drink,Restaurants,Madrid,Fantastic Food & Drinks at Copper Trattoria,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Must redeem within 30 days; Excludes alcohol; Promotional value expires 120 days after purchase; New customers only; Not valid Dec 24-Jan 2; No cash value; Cannot be combined with other offers,4,"Option 1, Option 2, Option 3, Option 4",41,88,0.5341,Copper Trattoria,3,22,2983,63,3706,73,2692,72,2695,47,3074,56,2944,49,2932,62,3019,69,0.02042,47.78,0.0867
9943f469-1b3d-4340-b88c-8210c5f82a6e,Home Services,Handyman,Birmingham,Keep Your Home in Top Shape w/ TopNotch Experts,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Subject to availability; No cash value; Valid at Birmingham location only; Not valid Dec 24-Jan 2; Excludes weekends & public holidays,1,Full Home Treatment,109,239,0.5439,TopNotch Experts,3,81,1379,42,1135,34,946,19,1071,29,1438,41,1209,39,1221,29,1426,34,0.027176,171.53,0.0744
60f77cf8-0994-4230-a5ee-bdace81a51a8,Food & Drink,Dining Cruises,Birmingham,Fantastic Food & Drinks at Blue BBQ,Highly rated by Groupon customers in Birmingham. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,48-hour cancellation policy; Excludes alcohol; Limit 1 per household; Limit 1 per person; Photo ID required; Not valid Dec 24-Jan 2,2,"Basic, Standard",43,81,0.4691,Blue BBQ,4,94,2504,58,2309,42,2269,52,2269,51,2086,45,2481,45,2079,44,1851,46,0.021459,49.29,0.0629
755d740d-d371-4331-9f47-ad7ad5452332,Beauty & Spas,Med Spa,Barcelona,"6 Sessions of Laser Hair-Removal on Small, Medium, or Large Area at Orchid Beauty Studio","What We Offer: A results-driven treatment tailored to your individual needs, performed by certified specialists who have completed over 500 hours of advanced training. Each session includes a pre-treatment consultation, the procedure itself, and post-care instructions. We use only premium, cruelty-free products from leading clinical brands. Why You Should Grab This Offer: This treatment has been one of our most popular services for the past two years, with a 92% client satisfaction rate. Whether this is your first time or you're a returning client, we customize every session. Our treatment rooms are private and fully sanitized between appointments. Good to Know: Walk-ins welcome, but appointments are recommended to guarantee your preferred time. Located in downtown Barcelona with easy transit access. Gift cards available if you'd like to share the experience.",Cannot be combined with other offers; Valid for dine-in only; Must be 18+; Valid at Barcelona location only; Must present voucher on arrival; 48-hour cancellation policy; Excludes weekends & public holidays; Promotional value expires 120 days after purchase,4,"1 Visit, 3 Visits, 5 Visits, 10 Visits",140,205,0.3171,Orchid Beauty Studio,2,33,1422,40,1545,29,904,25,1423,40,1816,54,1171,36,1475,48,1317,44,0.028538,139.86,0.0717
ca7331fa-ee3f-45c6-aabc-4807b382cbe2,Beauty & Spas,Skin Care,Denver,"1, 3, or 6 Laser Skin-Resurfacing Sessions at Opulent Beauty Studio","What We Offer: Relax and rejuvenate with a treatment designed to address your specific concerns. Our licensed therapists begin each session with a brief consultation to understand your goals — whether that's tension relief, skin rejuvenation, or overall wellness. All products are hypoallergenic and suited for sensitive skin. Why You Should Grab This Offer: We've served over 3,000 clients in Denver and maintain a 4.7-star average across review platforms. Every treatment is performed in a calming, private environment with soft music and aromatherapy. We don't rush — your session time is your session time, no cutting corners. Good to Know: Complimentary hot tea and water provided. Free parking available. Same-day appointments available on weekdays. First-time clients receive a follow-up check-in call within 48 hours.",Limit 1 per person; Valid for dine-in only; Valid Mon-Fri only; Appointment required; Limit 1 per household; Not valid on holidays; No cash value; Must redeem within 30 days; Excludes alcohol; Expires 90 days from purchase,1,Single Visit,48,72,0.3333,Opulent Beauty Studio,4,25,1248,105,1170,92,1317,84,877,61,1225,113,557,51,1197,101,1014,71,0.078791,42.97,0.0923
c6936ef8-4b72-44e8-a9a5-f4794f16e0b2,Travel,Hotels,Miami,Best Vacation Deal at Grand Hotel & Spa,An opportunity to enjoy premium service at a fraction of the regular cost. Our customers love the convenience and value of this deal. Valid for the options listed. See fine print for scheduling and restrictions.,Limit 1 per household; Gratuity not included; New customers only,3,"Small, Medium, Large",201,276,0.2717,Grand Hotel & Spa,2,54,1966,17,1955,18,1603,22,2139,23,1946,27,1715,24,1451,19,1741,23,0.011918,225.8,0.0587
8e32f0b3-2bb9-4674-94fb-a437659b97dd,Health & Fitness,Dental,San Francisco,One or Three Chiropractic Adjustments w/ Consultation at Pinnacle Health Center,"What We Offer: This package includes an initial assessment with a certified professional who will review your health history, discuss your goals, and create a personalized treatment or training plan. All sessions are one-on-one in a modern, fully equipped facility. Equipment is sanitized between each client. Why You Should Grab This Offer: Our practitioners hold nationally recognized certifications and undergo continuing education annually. We take a data-driven approach — your progress is tracked session to session, with adjustments made based on measurable outcomes, not guesswork. Over 85% of our clients report noticeable improvement within the first month. Good to Know: Flexible scheduling with morning, afternoon, and evening slots available. Located in San Francisco with free on-site parking. Insurance not accepted — all pricing is transparent and upfront with no hidden fees.",No refunds after redemption; Expires 90 days from purchase; Limit 1 per person; 48-hour cancellation policy,3,"Trial Session, Fitness Jumpstart, Complete Wellness Program",44,90,0.5111,Pinnacle Health Center,1,27,1821,50,2826,106,2016,78,2112,80,1902,55,1500,62,1894,56,2622,105,0.035464,48.98,0.0563
2ca1aef4-c3e2-4f39-8927-16293b61e420,Home Services,Handyman,Barcelona,Full Carpet Cleaning for 3 or 5 Rooms at Elite Cleaning Co.,"What We Offer: Our licensed, bonded, and insured professionals arrive at your home with all necessary supplies and equipment — you don't need to provide anything. The service includes a thorough walkthrough before we begin, the service itself, and a final inspection with you to ensure everything meets your standards. We clean up after ourselves. Why You Should Grab This Offer: We've served over 2,000 homes in Barcelona and maintain a 4.7-star rating. Every technician is background-checked, drug-tested, and has an average of 8 years of experience. We offer a 100% satisfaction guarantee — if you're not happy, we come back and fix it at no charge. Our customers particularly appreciate our on-time arrival and transparent pricing with no hidden fees. Good to Know: Serving Barcelona and surrounding areas within 30 miles. Online booking with 2-hour arrival windows. Service takes approximately 1-3 hours depending on home size and scope.",Excludes weekends & public holidays; Excludes alcohol; Subject to availability; Merchant is solely responsible for care; Must redeem within 30 days; Expires 90 days from purchase; Not valid on holidays,3,"Basic, Standard, Premium",173,232,0.2543,Elite Cleaning Co.,1,97,1642,31,1745,46,1679,48,1722,42,1170,29,1116,24,1585,34,1052,33,0.024507,182.83,0.0509
a2a4ce1e-4023-417b-b418-7bbedc55f4a6,Health & Fitness,Chiropractic,Boston,Feel Your Best at Apex Chiropractic,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",Valid at Boston location only; Not valid Dec 24-Jan 2; Must redeem within 30 days; No refunds after redemption; Gratuity not included; Valid Mon-Fri only,3,"Trial Session, Fitness Jumpstart, Complete Wellness Program",86,130,0.3385,Apex Chiropractic,3,25,2002,38,2184,29,1805,30,2201,45,1443,29,2269,41,1609,31,2099,36,0.017871,114.57,0.0929
830f614d-a257-4b38-b1dc-54f497aae436,Home Services,Landscaping,Boston,Amazing Home Service at BrightHome Home Services,"Treat yourself or someone special to this offer. Whether it's a birthday, anniversary, or just a Tuesday — you deserve something nice. Great quality at an unbeatable price. Restrictions may apply — see fine print for full details.",No cash value; Subject to availability; New customers only; Gratuity not included; Limit 1 per household,4,"Single Room, Multi-Room Package, Complete Home Overhaul",70,164,0.5732,BrightHome Home Services,2,56,1570,21,1574,28,1744,32,1813,22,2188,37,2139,45,2688,39,2207,36,0.016329,77.66,0.0771
664c3418-1cf1-4dd6-b90f-0dab812ea30b,Food & Drink,Meal Kits,Seattle,$30 for $60 Worth of Dinner for Two at Copper Brasserie,"What We Offer: A complete dining experience that includes your choice of entrees, sides, and beverages as outlined in the deal options. Everything is prepared to order — nothing sits under a heat lamp. Our kitchen team takes pride in consistency: every plate that leaves our kitchen meets the same standard, whether it's a Tuesday lunch or Saturday dinner. Why You Should Grab This Offer: We've been serving Seattle for over 8 years and have built a loyal following through honest food at fair prices. Featured in local press and food blogs. Our staff is attentive without being overbearing — we want you to enjoy your meal, not feel rushed. Good to Know: Dine-in only. Reservations available online or by phone. Large party accommodations available with 48 hours notice. Validated parking in the adjacent garage.",Must be 18+; Photo ID required; New customers only; Valid at Seattle location only,1,Chef's Experience,25,50,0.5,Copper Brasserie,3,11,1606,100,2224,126,2570,137,3090,167,2089,106,2458,155,2615,134,2202,128,0.05585,38.2,0.063
995e9803-331e-4992-b1a0-278563caa536,Retail,Home Goods,Seattle,Top Picks for Every Budget,Highly rated by Groupon customers in Seattle. Easy online booking with instant confirmation. Satisfaction guaranteed or your money back. This deal won't last long — availability is limited.,Cannot be combined with other offers; Gratuity not included; No cash value; Subject to availability; Expires 90 days from purchase; Must present voucher on arrival,3,"Small, Medium, Large",31,53,0.4151,Scout Store,5,114,5008,154,4647,162,4173,148,5285,209,5398,204,3128,120,5037,197,4364,136,0.035907,27.73,0.1072
729b092b-3c69-4101-9f4a-c0d49b497fa9,Food & Drink,Cafes & Bakeries,Seattle,Treat Your Taste Buds at Sage Smokehouse,Experience the best that Seattle has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Must redeem within 30 days; Limit 1 per household; Subject to availability; Appointment required; Must present voucher on arrival; Cannot be combined with other offers,3,"Light Bites, Full Dining Experience, Chef's Table VIP",26,50,0.48,Sage Smokehouse,3,8,728,16,786,18,794,24,766,15,950,19,755,21,679,13,609,14,0.023076,41.11,0.0717
31f7036b-cf54-4179-b37b-7160a84403d7,Automotive,Inspection,Dallas,"Tire Rotation, Balance & Brake Inspection at TopGear Garage","What Is Included: Up to five quarts of quality oil (synthetic blend or full synthetic depending on option purchased), standard oil filter, lubrication of chassis components per manufacturer specs, and a complimentary multi-point maintenance check. Our certified technicians perform an inspection covering fluid levels, tire pressure, battery test, wiper blades, headlights and taillights, air filter, and antifreeze/coolant levels. What Is Not Included: Extra quarts beyond five are available for an additional fee at time of service. Premium or canister filters available for purchase. European oil types not included. Why You Should Grab This Offer: Our ASE-certified technicians complete over 270 hours of professional training. No appointment needed — stay-in-your-car service completed in approximately 15-20 minutes. Contactless payment available. Good to Know: Valid at participating locations. Digital inspection report emailed after service. All work backed by a service guarantee.",Valid Mon-Fri only; Expires 90 days from purchase; Subject to availability; Not valid on holidays; Valid for dine-in only; Appointment required; No cash value; Excludes alcohol; No refunds after redemption; Not valid Dec 24-Jan 2,4,"1 Visit, 3 Visits, 5 Visits, 10 Visits",48,72,0.3333,TopGear Garage,3,111,3159,191,1841,87,2527,131,2983,161,2505,144,2355,101,2807,200,1985,113,0.055947,64.27,0.0532
23b38b91-3a23-45aa-8ed6-0d868ba79129,Retail,Fashion,Chicago,Best Deal on Premium Products,A great way to try something new without breaking the bank. This deal has been popular with Groupon customers. Limited quantities available. Valid only for the option purchased. See fine print for all terms.,Must redeem within 30 days; Photo ID required; Promotional value expires 120 days after purchase; Not valid on holidays; Subject to availability; Limit 1 per person; Valid at Chicago location only; New customers only; Cannot be combined with other offers,3,"Option 1, Option 2, Option 3",34,82,0.5854,Wander Boutique,5,61,2388,71,2364,98,2688,123,2364,65,1800,73,1934,91,1445,40,2917,128,0.038492,46.27,0.0887
da37b54a-b870-49b6-a570-8858d60f4c10,Home Services,Landscaping,New York,Fantastic Professional Service at Elite Solutions,This is a deal you won't want to miss. Perfect for anyone looking for a great experience at a great price. Limited availability — grab it before it's gone. Valid for new and existing customers. See fine print for full details and restrictions.,Not valid on holidays; Excludes weekends & public holidays; Expires 90 days from purchase; Limit 1 per person; New customers only; Excludes alcohol,2,"Essential Service, Whole-Home Deep Clean",134,198,0.3232,Elite Solutions,1,71,524,8,700,14,1090,21,1019,16,881,14,817,13,829,13,842,12,0.016562,210.01,0.1063
924396a4-346c-45a7-907f-c2b319f7ce3a,Beauty & Spas,Skin Care,New York,Refresh & Renew at Glow Day Spa,Experience the best that New York has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Promotional value expires 120 days after purchase; Valid at New York location only; Must present voucher on arrival; Must redeem within 30 days; Gratuity not included; Not valid on holidays; Appointment required; Limit 1 per household; No cash value; Not valid Dec 24-Jan 2,4,"1 Visit, 3 Visits, 5 Visits, 10 Visits",66,129,0.4884,Glow Day Spa,4,72,3829,105,2830,101,3037,112,1597,39,2205,72,3469,104,2332,68,3709,130,0.031772,82.93,0.0416
964a62e6-85eb-40b2-abd9-ed7312571e04,Food & Drink,Meal Kits,Manchester,Incredible Meal for Two at Marco's Grill,Experience the best that Manchester has to offer with this popular deal. Thousands of Groupon customers have enjoyed this offer. Book now to secure your spot before availability runs out. See fine print for redemption details.,Must present voucher on arrival; Valid for dine-in only; Limit 1 per person; Not valid Dec 24-Jan 2; 48-hour cancellation policy; Photo ID required; No cash value,2,"Small, Large",36,59,0.3898,Marco's Grill,1,52,798,18,695,13,797,19,924,28,858,13,724,17,1023,20,791,17,0.021936,36.28,0.1394
8f4d7e3d-1a14-4867-aeed-11f8199f0ad5,Food & Drink,Meal Kits,Chicago,Afternoon Tea for Two w/ Champagne & 3-Tier Stand at Copper Cafe,"What We Offer: This deal is valid toward our full food and drink menu during the specified hours. Choose from appetizers, entrees, and desserts crafted fresh daily by our kitchen team. Our menu features a mix of house specialties and seasonal rotating dishes — there's something for every palate. Full bar available with craft cocktails, local beers, and an curated wine list. Why You Should Grab This Offer: Whether it's date night, a family dinner, or a casual meal with friends, this deal gives you the flexibility to order what you want from our complete menu. Our restaurant is known for generous portions, fresh ingredients, and a warm atmosphere that keeps customers coming back. Good to Know: Located in the heart of Chicago. Walk-ins welcome. Outdoor seating available seasonally. Ask about our loyalty program for returning guests.",48-hour cancellation policy; Limit 1 per person; Merchant is solely responsible for care; Excludes alcohol; No cash value,2,"Option 1, Option 2",18,43,0.5814,Copper Cafe,2,69,1972,85,1821,99,1399,62,1814,116,2482,116,1618,71,1461,42,2236,101,0.046747,22.01,0.0323
6f86559f-d8dd-4757-99f4-c1963f312caf,Automotive,Inspection,Seattle,Top-Rated Vehicle Service at RoadReady Car Wash & Detail,"Save on this top-rated experience in Seattle. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Gratuity not included; Limit 1 per person; Limit 1 per household; Valid for dine-in only; Appointment required,1,Standard,57,132,0.5682,RoadReady Car Wash & Detail,5,64,1959,97,2080,117,2360,110,2202,100,1923,103,2849,140,1507,65,3506,119,0.046285,76.91,0.078
b8802453-212b-4738-9c1c-135d9661cecb,Food & Drink,Meal Kits,Denver,Best Restaurant Deal in Denver at Cedar Eatery,"Save on this top-rated experience in Denver. Whether you're a local or just visiting, this deal offers real value. Simple redemption — just show your voucher. See fine print for full details.",Excludes alcohol; Subject to availability; Gratuity not included; Valid at Denver location only; Not valid on holidays,2,"Date Night Dinner, Grand Feast for Two",34,97,0.6495,Cedar Eatery,3,69,2702,30,3553,36,3072,35,2968,38,2242,30,4338,54,2597,25,4007,63,0.012206,59.31,0.0567
